,country,startdate,enddate,duration,etype,escalation,target,npart,ndeath,locnum,issue,issuenote,riot,target cat,crime rate
1471,Cuba,25-Sep-00,25-Sep-00,1,1,0,United States,4,0,1,8,"Thousands of Cubans, led by President Fidel Castro, protested in front of the US Interests Section here to protest US immigration policy.",0,2.0,4.48342245989
1472,Cuba,18-Oct-00,18-Oct-00,1,1,0,United States,6,0,1,8,Hundreds of thousands marched to protest proposed US legislation which would formally ease the US embargo against Cuba.,0,2.0,4.48342245989
1473,Cuba,14-Nov-00,14-Nov-00,1,1,0,United States,4,0,1,8,"Around 4,000 foreign supporters of Cuba and 4,000 students protested to demand an end to the U.S. trade embargo.",0,2.0,4.48342245989
1474,Cuba,27-Nov-00,27-Nov-00,1,1,0,United States,4,0,1,8,"Led by President Castro, thousands of Cubans demanded that exile Luis Posada Carriles be tried for terrorism.",0,2.0,4.48342245989
1475,Cuba,19-Jan-01,19-Jan-01,1,1,0,United States,6,0,1,8,President Castro led hundreds of thousands of people in a march to protest American migration policies; the protest happened a day after two people who died trying to flee Cuba were buried.,0,2.0,4.48342245989
1476,Cuba,1-May-01,1-May-01,1,1,0,United States,5,0,1,8,"Tens of thousands of Cubans responded to the call of President Castro with a raucous anti-US, anti-free trade march; carnival-style puppets were used to ridicule president Bush and other foreign leaders.",0,2.0,4.48342245989
1477,Cuba,29-Jun-01,29-Jun-01,1,1,0,United States,5,0,1,8,"A government-organized demonstration of 40,000 was held to protest a Miami jury's convictions of five Cuban agents.",0,2.0,4.48342245989
1478,Cuba,26-Jul-01,26-Jul-01,1,1,0,United States,7,0,1,8,A government-organized protest was held against the policies of President Bush and also in protest of US sanctions and the conviction of five Cuban men of spying for Cuba in the US.,0,2.0,4.48342245989
1479,Cuba,27-Nov-01,27-Nov-01,1,1,0,United States,6,0,1,8,"About 300,000 government-organized protesters demonstrated against U.S. immigration policy.",0,2.0,4.48342245989
1480,Cuba,6-Apr-02,6-Apr-02,1,1,0,United States,6,0,1,8,A government-organized protest was held against the U.S.,0,2.0,4.48342245989
1481,Cuba,18-May-02,18-May-02,1,1,0,United States,5,0,-99,8,"Castro called 20,000 people to demonstrate against President Bush's expected speech on Cuba.",0,2.0,4.48342245989
1482,Cuba,25-May-02,25-May-02,1,1,0,United States,6,0,2,8,"Some 300,000 government-organized protesters rallied against a speech made by President Bush about continuing the US embargo.",0,2.0,4.48342245989
1483,Cuba,12-Jun-02,12-Jun-02,1,1,0,United States,7,0,7,8,Protests were held against the U.S.,0,2.0,4.48342245989
1484,Cuba,25-Jul-02,25-Jul-02,1,1,0,United States,6,0,1,8,A protest was held against the polices of President Bush and US sanctions and the conviction in Miami of five Cuban men for spying for Cuba.,0,2.0,4.48342245989
1485,Cuba,15-Feb-03,15-Feb-03,1,2,0,United States,4,0,1,8,A protest was held against the United States.,0,2.0,4.48342245989
1486,Cuba,20-Mar-04,20-Mar-04,1,1,0,United States,5,0,3,8,"More than 10,000 Cubans decried the war in Iraq in a protest organized by Communist sympathizer groups.",0,2.0,4.48342245989
1487,Cuba,14-May-04,14-May-04,1,1,0,United States,6,0,1,8,"At least hundreds of thousands of Cubans marched with Fidel Castro past the U.S. diplomatic mission, chanting support for Castro while depicting President Bush as Hitler for moving to tighten the Cuban embargo.",0,2.0,4.48342245989
1488,Cuba,20-Dec-04,20-Dec-04,1,1,0,United States,5,0,1,8,"About 5,000 students protested against the U.S. diplomatic mission's Christmas display supporting local dissidents, saying the United States has no right to meddle in Cuban affairs.",0,2.0,4.48342245989
1489,Cuba,7-Dec-05,15-Dec-05,9,1,0,United States,2,0,4,10,25 members of the Witness Against Torture group marched from Santiago to Guantanamo Bay to protest against the treatment of terror suspects at Guantanamo Bay and fasted for three days at the entry to the US naval base.,0,2.0,4.48342245989
1490,Cuba,7-Dec-05,15-Dec-05,9,1,0,United States,2,0,4,10,25 members of the Witness Against Torture group marched from Santiago to Guantanamo Bay to protest against the treatment of terror suspects at Guantanamo Bay and fasted for three days at the entry to the US naval base.,0,2.0,4.48342245989
1491,Cuba,24-Jan-06,24-Jan-06,1,1,0,United States,7,0,1,8,More than a million government-organized protesters shook their fists and chanted slogans outside the US Interests Section to protest the possible release of an anti-Castro militant held in the United States.,0,2.0,4.48342245989
1492,Cuba,6-Feb-06,6-Feb-06,1,1,0,United States,3,0,1,8,"Hundreds staged a protest and scores held giant black flags bearing a single white star outside the American mission, remembering the thousands of people Cuba says have been killed in violence supported by the United States.",0,2.0,4.48342245989
1493,Cuba,24-Feb-06,24-Feb-06,1,1,0,United States,3,0,1,8,"President Castro led a protest outside the US diplomatic mission, and more than 100 Cuban flags were raised to counter what Cuba slams as US provocations.",0,2.0,4.48342245989
1494,Cuba,11-Jan-07,11-Jan-07,1,1,0,United States,2,0,2,10,19 protesters demonstrated outside the U.S. Naval base to call for the closure of the prison in a protest organized by the groups Global Exchange and Codepink. ,0,2.0,4.48342245989
1495,Cuba,19-Apr-07,19-Apr-07,1,1,0,United States,3,0,7,8,"A protest against the release of an anti-Castro exile wanted in the 1976 bombing of a Cuban airliner, similar protests were also held throughout the country with hundreds of thousands of people.",0,2.0,4.48342245989
1496,Cuba,19-Apr-07,19-Apr-07,1,1,0,United States,6,0,7,8,"A protest against the release of an anti-Castro exile wanted in the 1976 bombing of a Cuban airliner, similar protests were also held throughout the country with hundreds of thousands of people.",0,2.0,4.48342245989
1497,Cuba,19-Apr-07,19-Apr-07,1,1,0,United States,6,0,7,8,"A protest against the release of an anti-Castro exile wanted in the 1976 bombing of a Cuban airliner, similar protests were also held throughout the country with hundreds of thousands of people.",0,2.0,4.48342245989
1498,Cuba,20-Apr-07,20-Apr-07,1,1,0,United States,-99,0,1,8,"Victims' relatives  of a 1976 downing of a Cuban airplane staged a vigil outside the US mission, expressing outrage over the US release of ex-CIA operative Luis Posada Carriles and demanding that Carriles be tried as a terrorist.",0,2.0,4.48342245989
1499,Haiti,8-Sep-94,8-Sep-94,1,1,0,United States,4,0,1,8,"2,000 to 3,000 pro-military demonstrators rallied against  a U.S. invasion, the international trade embargo, and also Aristide.",0,2.0,10.0
1500,Haiti,18-Sep-94,18-Sep-94,1,2,0,United States,3,0,1,8,"Outside army headquarters, hundreds of people, some wearing T-shirts declaring ''No To Intervention,'' urged army chief Lt. Gen. Raoul Cedras to hold firm and pleaded with the United States to avoid a military invasion.",0,2.0,10.0
1501,Haiti,20-Sep-94,20-Sep-94,1,2,0,United States,2,0,2,8,A small protest after U.S. troops landed was broken up.,0,2.0,10.0
1502,Haiti,17-Jun-96,17-Jun-96,1,2,0,United States,3,0,1,2,"About 300 soldiers from Haiti's dissolved national army demonstrated in front of the U.S. embassy, challenging their dismissals and blaming the United States.",0,2.0,10.0
1503,Haiti,3-Jul-96,3-Jul-96,1,1,0,United States,1,0,1,8,Anti-FRAPH leader Felix Ansyto went on hunger strike in front of the U.S. Embassy to protest against the United States giving refuge to a terrorist leader wanted for murder in Haiti.,0,2.0,10.0
1504,Haiti,8-Mar-04,8-Mar-04,1,2,0,United States,-99,0,1,8,"An angry crowd set up barricades of rocks and burning tires and threatened motorists, as news spread that the US troops had killed a man.",0,2.0,10.0
1505,Mexico,22-Sep-93,22-Sep-93,1,2,0,United States,3,0,2,8,About 500 protesters block two border bridges with the US to protest an American border patrol effort aimed at reducing the flow of undocumented workers crossing the border.,0,2.0,359.577167974
1506,Mexico,23-Sep-93,23-Sep-93,1,2,0,United States,2,0,1,8,11 Cubans who first holed up in the Mexican embassy in Cuba and were allowed to travel to Mexico stage a sit-down strike in front of the US embassy to demand visas.,0,2.0,359.577167974
1507,Mexico,10-Apr-97,10-Apr-97,1,2,0,United States,3,0,1,8,Protesters rally outside the US embassy to protest a new immigration law.,0,2.0,359.577167974
1508,Mexico,1-May-97,1-May-97,1,2,0,United States,5,0,1,8,"60,000 marchers demonstrate outside the US embassy on May Day against economic policies under the NAFTA agreement, just four days before President Clinton is scheduled to visit.",0,2.0,359.577167974
1509,Mexico,5-May-97,8-May-97,4,2,0,United States,-99,0,1,8,Protests occur for several days during a visit to Mexico by President Clinton.,0,2.0,359.577167974
1510,Mexico,11-Oct-98,11-Oct-98,1,2,0,United States,4,0,1,4,1000 people protest in front of the US embassy to protest against plans to build a nuclear waste facility in Texas.,0,2.0,359.577167974
1511,Mexico,12-Oct-98,12-Oct-98,1,2,0,United States,5,5,2,4,"Thousands protest plans to build a nuclear waste facility in Texas, only a few miles from the border.",0,2.0,359.577167974
1512,Mexico,11-Feb-99,11-Feb-99,1,1,0,United States,2,0,1,8,Protesters gather to protest the deaths of immigrants trying to cross the US border.,0,2.0,359.577167974
1513,Mexico,11-Dec-99,11-Dec-99,1,2,4,United States,3,0,1,8,Protesters demonstrate and clash with police at the US embassy in an event that coincides with Seattle WTO protests. Several hundred university students demand the release of protesters arrested at the WTO meeting.,1,2.0,359.577167974
1514,Mexico,4-Jul-01,4-Jul-01,1,2,0,United States,3,0,2,8,"Over 100 people protest outside the US Embassy, carrying coffins representing thousands of Mexicans who have died trying to cross in the US.",0,2.0,359.577167974
1515,Mexico,25-Jul-01,25-Jul-01,1,2,0,United States,2,0,1,8,About two dozen people protest outside the US embassy to demonstrate against US Navy bombing of Vieques Island.,0,2.0,359.577167974
1516,Mexico,4-Dec-01,7-Dec-01,4,1,0,United States,3,0,2,2,Hundreds of Mexican truckers block bridges into the United States for three days in protest of US refusals to allow some Mexican drivers into the country.,0,2.0,359.577167974
1517,Mexico,31-Jan-03,31-Jan-03,1,1,0,United States,5,0,1,2,"25 groups organize tens of thousands of farmers to protest against NAFTA, demanding greater protection from US imports and more government aid.",0,2.0,359.577167974
1518,Mexico,5-Feb-03,5-Feb-03,1,2,0,United States,2,0,1,8,Two dozen demonstrators protest against US corporation setting up operations in Mexico.,0,2.0,359.577167974
1519,Mexico,6-Feb-03,6-Feb-03,1,2,0,United States,3,0,1,8,Hundreds of Mexican laborers protest at the US embassy to demand back wages for working on American farms and railroads 60 years prior.,0,2.0,359.577167974
1520,Mexico,14-Feb-03,14-Feb-03,1,1,0,United States,3,0,1,8,"About 200 people form local political parties, small vendor cooperatives, and INGOs hold anti-war protests in front of the US Embassy.",0,2.0,359.577167974
1521,Mexico,15-Feb-03,15-Feb-03,1,2,0,United States,5,0,1,8,"Over 10,000 protesters demonstrate against US plans to attack Iraq.",0,2.0,359.577167974
1522,Mexico,15-Mar-03,15-Mar-03,1,2,0,United States,4,0,1,8,Several thousand people demonstrate against a possible war in Iraq.,0,2.0,359.577167974
1523,Mexico,18-Mar-03,21-Mar-03,4,2,0,United States,3,0,4,8,Anti-war protesters march in several cities.  Some anarchists are arrested after throwing rocks at the American embassy.,0,2.0,359.577167974
1524,Mexico,18-Mar-03,21-Mar-03,4,2,0,United States,3,0,4,8,Anti-war protesters march in several cities.  Some anarchists are arrested after throwing rocks at the American embassy.,0,2.0,359.577167974
1525,Mexico,21-Mar-03,29-Mar-03,9,2,0,United States,-99,0,1,8,Daily anti-war protests occur.,0,2.0,359.577167974
1526,Mexico,2-Apr-03,2-Apr-03,1,2,0,United States,3,0,1,8,"About 500 radical student and activist groups hurl paint bombs at the Mexican stock exchange and the US embassy, protesting the war in Iraq.  Others join the protest to call for affordable housing.",0,2.0,359.577167974
1527,Mexico,12-Apr-03,12-Apr-03,1,2,0,United States,4,0,1,8,"Less than 10,000 protesters march against the Iraq War.",0,2.0,359.577167974
1528,Mexico,9-Jan-04,9-Jan-04,1,2,0,United States,2,0,1,8,"Dozens of university students protest at the international airport, voicing opposition to the presence of US security agents.",0,2.0,359.577167974
1529,Mexico,20-Mar-04,20-Mar-04,1,2,0,United States,3,0,1,8,Hundreds march in an anti-war protest to mark the one year anniversary of the war in Iraq.,0,2.0,359.577167974
1530,Mexico,30-Oct-04,30-Oct-04,1,2,0,United States,-99,0,1,8,Demonstrators protest outside the US embassy against the war in Iraq.,0,2.0,359.577167974
1531,Mexico,26-Jul-05,26-Jul-05,1,2,0,United States,4,0,1,8,More than 1000 people protest in front of the US embassy on the anniversary of the Cuban revolution.,0,2.0,359.577167974
1532,Mexico,1-May-06,1-May-06,1,2,0,United States,-99,0,1,8,Unionists demonstrated against the US and American companies.,0,2.0,359.577167974
1533,Mexico,8-Nov-06,8-Nov-06,1,2,0,United States,3,0,2,8,The mayor of a Mexican city on the border leads about 400 people on a 55 mile march to protest US plans for a new border fence.,0,2.0,359.577167974
1534,Honduras,10-Oct-97,11-Oct-97,2,2,0,United States,1,0,1,8,"Five American colleagues of an American priest that disappeared 14 years ago stage a hunger strike outside the US embassy, demanding that the US tell what it knows about the disappearance.",0,2.0,153.382232741
1535,Honduras,1-Mar-02,1-Mar-02,1,2,0,United States,4,0,-99,2,Trade unionists protest in four Honduran cities against the country's reliance on US monetary aid and the growing influence of the IMF.,0,2.0,153.382232741
1536,El-Salvador,15-Sep-01,15-Sep-01,1,1,0,United States,-99,0,1,8,"A student group vandalizes property, painting slogans supporting the 9/11 attacks on the US.  They also join a labor union march over government economic policies.",0,2.0,54.8044668202
1537,Panama,1-Mar-90,13-Mar-90,13,2,0,United States,1,0,1,8,The president holds a hunger strike to press for US aid money.,0,2.0,171.178650656
1538,Panama,20-Jun-90,20-Jun-90,1,2,0,United States,4,0,1,8,Anti-imperialist groups take to the streets to protest on the six-month anniversary the US invasion that helped install President Endara.,0,2.0,171.178650656
1539,Panama,20-Dec-91,20-Dec-91,1,2,0,United States,4,0,1,10,About 7500 Panamanians march to denounce the US invasion and President Guillermo Endara on the second anniversary of the US invasion.,0,2.0,171.178650656
1540,Panama,9-Jun-92,11-Jun-92,3,4,0,United States,3,1,1,8,"Hundreds of protesters riot prior to and during a visit by US President Bush.  A speech by Bush is disrupted by protesters opposed to the invasion and tear gas wielding police, forcing Presidents Bush and Endara to flee to safety.",1,2.0,171.178650656
1541,Panama,20-Dec-93,20-Dec-93,1,1,0,United States,4,0,1,10,7000 protesters march to protest the US invasion that toppled Manuel Noriega and brought President Endara to power.,0,2.0,171.178650656
1542,Panama,10-Sep-94,10-Sep-94,1,2,0,United States,3,0,3,8,Hundreds of Cuban refugees held at a US military base in Panama demonstrate against a deal struck between the US and Cuba concerning the crisis of 'boat people' fleeing Cuba.,0,2.0,171.178650656
1543,Panama,27-Oct-94,31-Oct-94,5,2,0,United States,1,0,3,8,"8 Cuban refugees go on a hunger strike at a US naval base to protest their continued detainment, and to express their desires to travel to the US.",0,2.0,171.178650656
1544,Panama,7-Aug-97,7-Aug-97,1,1,0,United States,-99,0,3,8,Students and workers protest outside a US base that is being considered for conversion into a US-operated anti-drug trafficking center.,0,2.0,171.178650656
1545,Panama,14-Aug-97,14-Aug-97,1,1,3,United States,2,0,1,8,30 protesters demonstrate and riot outside the US embassy.  They clash with police.,1,2.0,171.178650656
1546,Panama,19-Dec-99,19-Dec-99,1,2,0,United States,-99,0,1,8,Protesters rally in front of the US embassy on the 10th anniversary of the American invasion.,0,2.0,171.178650656
1547,Panama,6-Nov-05,7-Nov-05,2,2,0,United States,3,0,1,8,A couple hundred students and professors hold vigils and rallies to oppose a visit by US president Bush.,0,2.0,171.178650656
1548,Haiti,15-Oct-95,15-Oct-95,1,4,0,United States Government,-99,0,1,8,"Haitians attacked a van occupied by Tipper Gore's press secretary and two White House doctors, shattering the van's windows.",1,2.0,10.0
1549,Haiti,13-Mar-98,13-Mar-98,1,1,0,United States Government,2,0,1,4,"A U.S. church group protested in front of the American Embassy, demanding the removal of 4,000 tons of allegedly toxic ash dumped in Haiti.",0,2.0,10.0
1550,Trinidad-and-Tobago,13-Nov-01,13-Nov-01,1,1,0,United States Government,3,0,-99,6,"More than 400 Muslims in Trinidad protested the U.S. led air campaign in Afghanistan, burning a U.S. flag and carrying placards.",0,2.0,139.54071342
1551,Trinidad-and-Tobago,21-Mar-03,21-Mar-03,1,1,0,United States Government,-99,0,1,6,Muslims led a march through Port-of-Spain to protest the US-led war in Iraq.,0,2.0,139.54071342
1552,Cuba,1-May-92,1-May-92,1,1,0,United States government,-99,0,1,8,Marchers and bicyclers demonstrated against U.S. policy toward Cuba.,0,2.0,4.48342245989
1553,Haiti,11-Oct-93,12-Oct-93,2,4,0,United States troops,2,1,1,8,Rioting occurred against U.S. and Canadian troops and children were kicked off the bus on their way to school by armed men.,1,2.0,10.0
1554,Panama,2-Mar-90,2-Mar-90,1,9,0,American soldiers,1,1,1,8,"Members of the leftist group M-20 throw a grenade into a discotheque, wounding 16 American soldiers, 11 Panamanians, and killing 1 American.  ",1,2.0,171.178650656
1555,Mexico,6-Oct-97,6-Oct-97,1,2,0,Baja California governor,-99,0,2,10,Workers at a small Korean owned auto parts factory stage a hunger strike against the local governor when he rejects their bid to form an independent union separate from government backed unions.,0,2.0,359.577167974
1556,Honduras,4-Aug-01,4-Aug-01,1,2,0,Canadian embassy,2,0,1,8,20 people protest at the Canadian embassy over that country's asylum policies.,0,2.0,153.382232741
1557,Haiti,22-Jun-95,22-Jun-95,1,4,0,Candidate Jean-Laurent Nelson,1,0,3,1,"Two gunmen on a motorcycle drove up and opened fire at candidate Jean-Laurent Nelson, and he was struck with a machete.",1,2.0,10.0
1558,Haiti,19-Jun-95,19-Jun-95,1,8,0,Candidate Milo Gousse,-99,1,3,1,Chamber of Deputies candidate Milo Gousse was shot and his driver was killed after gunmen blocked a highway and opened fire on his car.,1,2.0,10.0
1559,Haiti,9-Dec-95,9-Dec-95,1,4,0,Candidate Vladimir Jeanty,-99,0,-99,1,Far-right candidate Vladimir Jeanty was threatened by an armed group of people when he tried to hold a rally.,1,2.0,10.0
1560,Jamaica,10-Mar-93,30-Mar-93,21,9,0,Candidate for Prime Minister Edward Seaga,-99,14,1,10,"Rival political gangs exchanged gunfire, at least 14 killed during 3 week campaign and on election day.",1,2.0,102.176604027
1561,Guatemala,5-Sep-07,5-Sep-07,1,9,0,Candidates for office,-99,2,3,1,Two candidates for office from the Enceuntro Por Guatemala Party are killed by assailants with automatic weapons.,1,2.0,40.1652129192
1562,Guatemala,22-Jul-15,22-Jul-15,1,8,0,Mayoral Candidate ,-99,1,3,1,"No issue was overtly stated for this apparent assassination, but AFP alluded to election disagreements during his run in the mayoral race. ",1,2.0,40.1652129192
1563,Mexico,19-Aug-13,7-Oct-13,50,6,3,Chamber of Deputies,5,0,1,7,"Teachers march on Congress as it debates educational reforms.  The teachers attempt to force their way into the legislative chamber, triggering a riot and a clash with police.  Thousands then gather and blockade the Congress.",1,2.0,359.577167974
1564,Haiti,27-Mar-00,29-Mar-00,3,4,9,Electoral council,-99,4,1,1,"Demonstrators demanding the resignation of Haiti's electoral council and for longer voter registration periods demonstrated and some threw stones at cars and burned street vendors' stalls, with four killed.",1,2.0,10.0
1565,Haiti,10-Nov-00,10-Nov-00,1,9,0,Electoral council buildings,-99,0,1,1,Molotov cocktails were tossed at elections council buildings around Port-Au-Prince.,1,2.0,10.0
1566,Haiti,11-Dec-95,11-Dec-95,1,4,0,Electoral council member,-99,0,1,1,Gunmen entered electoral council headquarters and demanded to see council member Jesse Manigat and left when confronted by security guards.,1,2.0,10.0
1567,Haiti,9-Jul-00,9-Jul-00,1,4,0,Electoral materials,-99,0,3,1,Electoral materials were burned.,1,2.0,10.0
1568,Haiti,26-Nov-00,26-Nov-00,1,9,0,Electoral office,-99,0,1,1,"A bomb went off outside an electoral office, but no one was injured.",1,2.0,10.0
1569,Haiti,25-Mar-05,25-Mar-05,1,9,0,Electoral office,1,0,1,1,"Someone threw a grenade into the compound of Haiti's electoral office, slightly damaging the structure.",1,2.0,10.0
1570,Haiti,29-Mar-05,29-Mar-05,1,9,0,Electoral office,1,0,1,1,"Two gunmen riding in the back of a pickup truck opened fire on electoral offices, hitting an electricity transformer.",1,2.0,10.0
1571,Haiti,25-Jun-95,25-Jun-95,1,4,0,Electoral officials,-99,0,1,1,A scuffle erupted at a voting station when a candidate accused electoral officials of trying to influence voters.,1,2.0,10.0
1572,Haiti,25-Jun-95,25-Jun-95,1,4,0,Electoral officials,-99,0,1,1,A scuffle erupted at a voting station.,1,2.0,10.0
1573,Haiti,25-Jun-95,25-Jun-95,1,4,0,Electoral officials,-99,0,3,1,Protesters threw boxes of unused ballots into muddy streets after election officials announced they didn't have enough ballots to conduct the vote.,1,2.0,10.0
1574,Haiti,15-Jan-97,15-Jan-97,1,2,0,Electoral officials,-99,0,-99,10,Several provincial electoral offices were shut down by demonstrators protesting that electoral officers are pro-government.,0,2.0,10.0
1575,Haiti,29-May-00,29-May-00,1,4,0,Electoral officials,-99,0,1,2,"Youths, claiming that electoral officials failed to pay them for their work during the election, smashed car windows and set fire to a wooden barrier.",1,2.0,10.0
1576,Haiti,20-Jan-00,20-Jan-00,1,4,0,Electoral workers,-99,0,3,1,Mobs prevented the delivery of voter registration materials and set fire to a senator's office.,1,2.0,10.0
1577,Mexico,6-Nov-06,6-Nov-06,1,8,0,Federal Electoral Tribunal and headquarters of PRI,-99,0,1,1,"Simultaneous explosions hit several locations.  A coalition of leftist guerrilla groups claims responsibility, demanding that the governor Oaxaca resign, whom they accuse of rigging the 2004 election and oppressing dissent.",1,2.0,359.577167974
1578,Haiti,28-Nov-10,28-Nov-10,1,2,4,Provisional Electoral Council,4,0,4,1,Thousands of protesters took to the streets to demand that national elections be scrapped and some protesters threw rocks at police who fired back tear gas.,1,2.0,10.0
1579,Haiti,28-Nov-10,28-Nov-10,1,2,4,Provisional Electoral Council,4,0,4,1,Thousands of protesters took to the streets to demand that national elections be scrapped and some protesters threw rocks at police who fired back tear gas.,1,2.0,10.0
1580,Haiti,22-Nov-10,22-Nov-10,1,4,0,Provisional Electoral Council offices,-99,0,6,1,Supporters of presidential candidate Mirlande Manigat vandalized electoral offices,1,2.0,10.0
1581,Haiti,11-Feb-06,15-Feb-06,5,2,4,Provisional Electoral Office,5,1,7,1,"More than 10,000 protesters called for Rene Preval to be declared the winner of Haiti's presidential election over 5 days of protests; on the third day of protests, a protester died from gunshots after peacekeepers opened fire.",1,2.0,10.0
1582,Haiti,11-Feb-06,15-Feb-06,5,2,4,Provisional Electoral Office,5,1,7,1,"More than 10,000 protesters called for Rene Preval to be declared the winner of Haiti's presidential election over 5 days of protests; on the third day of protests, a protester died from gunshots after peacekeepers opened fire.",1,2.0,10.0
1583,Haiti,11-Feb-06,15-Feb-06,5,2,4,Provisional Electoral Office,5,1,7,1,"More than 10,000 protesters called for Rene Preval to be declared the winner of Haiti's presidential election over 5 days of protests; on the third day of protests, a protester died from gunshots after peacekeepers opened fire.",1,2.0,10.0
1584,Haiti,21-May-00,21-May-00,1,9,0,Ballot boxes,-99,0,-99,1,Armed men stole ballot boxes after the polls closed.,1,2.0,10.0
1585,Cuba,15-Jan-94,13-Feb-94,30,4,0,Belgian ambassador residence,1,0,1,10,Nine citizens broke into Belgian ambassador residence seeking asylum.,1,2.0,4.48342245989
1586,Cuba,27-May-94,9-Jun-94,14,4,2,Belgian ambassador residence,3,0,1,10,"Citizens invaded residence of Belgian ambassador in effort to win asylum, held protest appealing for help.",1,2.0,4.48342245989
1587,Haiti,25-Jun-95,25-Jun-95,1,3,0,Building housing ballots,2,0,3,1,"What are thought to be members of the National Congress of Democratic Movements firebombed the building housing election ballots, and 25-36 members were arrested. ",1,2.0,10.0
1588,Mexico,10-Dec-02,12-Dec-02,3,3,0,Congress,3,0,1,2,"Protesters storm the lower house of Congress on horseback, and occupy the legislative chamber for more than an hour. Teachers at the National Coordination of Education Workers demand higher wages.",1,2.0,359.577167974
1589,Mexico,5-Oct-04,8-Oct-04,4,2,0,Congress,-99,0,1,7,PRD legislators storm the lower house of Congress and seize the speaker's podium to prevent discussion of proposed funding changes for local education.  This occurs three days in a row.,0,2.0,359.577167974
1590,Mexico,7-Apr-05,7-Apr-05,1,1,0,Congress,6,0,1,10,Thousands of PRD supporters led by Andres Manuel Lopez Obrador protest a Congressional vote stripping him of immunity from criminal prosecution.,0,2.0,359.577167974
1591,Mexico,22-Mar-07,22-Mar-07,1,2,4,Congress,3,0,1,2,Protesters gather and throw rocks at police to protest the passage of a pension reform bill.  Police respond with tear gas.,1,2.0,359.577167974
1592,Mexico,25-Mar-07,25-Mar-07,1,1,0,Congress,3,0,1,6,Abortion opponents summoned by Mexico's Catholic Church march through the capital to protest bills that would legalize abortion in the first three months of pregnancy.,0,2.0,359.577167974
1593,Mexico,28-Mar-07,28-Mar-07,1,2,4,Congress,5,0,1,2,"Tens of thousands of protesters gather outside the Senate to protest the passage of a pension reform bill.  Some of the protesters fight with police, using sticks and bottles.  Police strike back with pepper spray and baton charges.",1,2.0,359.577167974
1594,Guatemala,21-May-96,21-May-96,1,2,0,Congress,3,0,1,2,300 unionists take over the Congress building to protest a law that would make it illegal for private sector employees to strike.,0,2.0,40.1652129192
1595,Guatemala,16-May-14,16-May-14,1,2,0,Congress,2,0,1,9,Protesters demonstrated against the Congressional resolution that there was no genocide during the Civil War. ,0,2.0,40.1652129192
1596,Mexico,29-Nov-06,29-Nov-06,1,4,0,Congress persons,-99,0,1,1,Lawmakers brawl on the floor of Congress after opposition legislators threaten to block the inauguration of Felipe Calderon.,1,2.0,359.577167974
1597,Nicaragua,2-Mar-14,2-Mar-14,1,9,0,Constitutional Liberal Party members,-99,5,2,1,The five members of the party (not elected officials) were killed before polling stations opened and the report indicated that the two events were related. ,1,2.0,400.3472736
1598,Dominican-Republic,16-Aug-98,16-Aug-98,1,4,0,Dominican Congress,-99,0,1,10,Revolutionary party supporters protested split in party by violently demonstrating near Congress.,1,2.0,80.3818341696
1599,Jamaica,16-Oct-02,16-Oct-02,1,8,0,Auxiliary police officer working election,-99,7,4,10,Seven killed in election day violence.,1,3.0,102.176604027
1600,Jamaica,16-Oct-02,16-Oct-02,1,8,0,Auxiliary police officer working election,-99,7,4,10,Seven killed in election day violence.,1,3.0,102.176604027
1601,Haiti,20-Dec-05,20-Dec-05,1,8,0,Canadian policemen,-99,1,1,8,A retired Royal Canadian Mounted Policeman who traveled to Haiti to help peacekeepers was killed when gunmen fired on his vehicle.,1,3.0,10.0
1602,Haiti,28-Feb-97,28-Feb-97,1,4,0,Haitian border police,-99,0,6,8,Protesters angry about the partial closure of Haiti's border with Dominican Republic set fire to a Haitian immigration office and police shot and wounded a youth.,1,3.0,10.0
1603,Haiti,13-Oct-94,13-Oct-94,1,4,0,Local police,-99,0,1,10,"People raided the local police station, chased off a half-dozen policemen, stripping one of his clothes, and pounded the police station to the ground with sledgehammers.",1,3.0,10.0
1604,Haiti,4-Nov-94,4-Nov-94,1,4,0,Local police,-99,0,6,10,A crowd accused police officers of committing human rights abuses and mobbed their patrol vehicle.,1,3.0,10.0
1605,Mexico,15-Jul-03,15-Jul-03,1,4,0,Local police,2,0,3,12,Dozens of residents of a mountainside community scuffle with police after walking out of talks aimed at ending a land dispute with residents of Santo Tomas Ajusco.,1,3.0,359.577167974
1606,Mexico,7-Nov-04,7-Nov-04,1,4,0,Local police,4,1,3,1,Violence occurs between police and citizens attending a PRD election rally.,1,3.0,359.577167974
1607,Mexico,5-Feb-05,5-Feb-05,1,8,0,Local police,-99,3,2,1,Unknown gunmen with automatic weapons kill three policemen and a bystander in three separate attacks during statewide elections.,1,3.0,359.577167974
1608,Mexico,19-Apr-12,19-Apr-12,1,4,0,Local police,-99,0,2,9,Residents of Cheran detain 16 police in an office to demand an investigation into an armed attack the day before.,1,3.0,359.577167974
1609,Haiti,12-Dec-03,12-Dec-03,1,3,0,National police arms locker,-99,0,1,12,"Aristide supporters broke into a national police arms locker, loading their vehicles with weapons.",1,3.0,10.0
1610,Haiti,26-Apr-96,26-Apr-96,1,2,0,National police training center,1,0,1,2,Several policemen protesting unfair promotion selection criteria interrupted an examination for precinct chiefs.,0,3.0,10.0
